"Path","IsFileOrDirectory","GitTracked","GitIgnored","GitStatus","TopLevelItem","FileCount","SizeBytes","ContainsGitMetadata","ContainsPackageManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ContainsCacheArtifacts","ContainsArchiveMaterial","ContainsDocs","ContainsSource","ContainsCIOrWorkflow","ContainsAgentInstructions","ContainsGovernanceMaterial","ImportReferencesCount","TestReferencesCount","CIReferencesCount","DocReferencesCount","ConfigReferencesCount","EvidenceCommandsUsed","Classification","ResponsibilityArea","LifecycleStatus","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationRequired","OwnerApprovalRequired","Confidence","Reason","PhysicalExists"
"T:\Project-AI-main\docs","Directory","True","False","TRACKED","docs","924","N/A (large dir, git ls-files count used)","False","False","False","True","False","True","True","False","True","True","True","True","True","True","3","16","65","705","33","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_DOC","Active documentation","DOCUMENTATION","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- docs or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","MEDIUM","Active docs per BOUNDARY_AUDIT and RESPONSIBILITY_RECOVERY_AUDIT | Commands: git ls-files --error-unmatch -- 'docs'; git ls-files -- 'docs/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'docs' + LASTEXITCODE; Test-Path -LiteralPath '.\docs'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\e2e","Directory","True","False","TRACKED","e2e","32","N/A","False","False","False","True","False","False","True","False","False","True","True","True","True","False","3","8","6","52","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- e2e or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'e2e'; git ls-files -- 'e2e/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'e2e' + LASTEXITCODE; Test-Path -LiteralPath '.\e2e'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\emergent-microservices","Directory","False","False","UNKNOWN","emergent-microservices","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","0","0","0","5","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- emergent-microservices or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'emergent-microservices'; git ls-files -- 'emergent-microservices/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'emergent-microservices' + LASTEXITCODE; Test-Path -LiteralPath '.\emergent-microservices'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\engines","Directory","True","False","TRACKED","engines","220","N/A","False","True","True","True","False","True","False","False","False","True","True","True","True","True","22","9","2","45","5","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- engines or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'engines'; git ls-files -- 'engines/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'engines' + LASTEXITCODE; Test-Path -LiteralPath '.\engines'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\examples","Directory","True","False","TRACKED","examples","30","N/A","False","False","False","True","False","False","False","False","False","True","True","True","True","False","7","8","28","326","14","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- examples or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'examples'; git ls-files -- 'examples/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'examples' + LASTEXITCODE; Test-Path -LiteralPath '.\examples'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\governance","Directory","True","False","TRACKED","governance","59","N/A","False","False","False","True","False","True","False","False","False","True","True","False","True","True","43","82","36","483","27","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Active source / governance / agent / test infrastructure (per RESPONSIBILITY_RECOVERY_AUDIT and ACTIVE_MAP)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- governance or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core active areas per multiple prior audits; high-risk per protocol (CanMove=NO) | Commands: git ls-files --error-unmatch -- 'governance'; git ls-files -- 'governance/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'governance' + LASTEXITCODE; Test-Path -LiteralPath '.\governance'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\gradle","Directory","True","False","TRACKED","gradle","3","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","6","11","9","49","7","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'gradle'; git ls-files -- 'gradle/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'gradle' + LASTEXITCODE; Test-Path -LiteralPath '.\gradle'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\gradle_evolution","Directory","True","False","TRACKED","gradle_evolution","1","N/A","False","False","False","False","False","False","False","False","False","False","True","False","False","False","1","10","1","9","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle_evolution or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'gradle_evolution'; git ls-files -- 'gradle_evolution/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'gradle_evolution' + LASTEXITCODE; Test-Path -LiteralPath '.\gradle_evolution'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\gradle-evolution","Directory","True","False","TRACKED","gradle-evolution","44","N/A","False","False","False","True","False","True","False","False","False","True","True","False","False","True","1","1","0","8","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- gradle-evolution or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'gradle-evolution'; git ls-files -- 'gradle-evolution/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'gradle-evolution' + LASTEXITCODE; Test-Path -LiteralPath '.\gradle-evolution'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\graph-views","Directory","True","False","TRACKED","graph-views","1","N/A","False","False","False","True","False","False","False","False","False","True","False","False","False","False","0","0","0","4","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- graph-views or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'graph-views'; git ls-files -- 'graph-views/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'graph-views' + LASTEXITCODE; Test-Path -LiteralPath '.\graph-views'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\h323_sec_profile","Directory","True","False","TRACKED","h323_sec_profile","22","N/A","False","False","False","True","False","False","False","False","False","True","True","False","False","False","0","0","0","4","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- h323_sec_profile or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'h323_sec_profile'; git ls-files -- 'h323_sec_profile/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'h323_sec_profile' + LASTEXITCODE; Test-Path -LiteralPath '.\h323_sec_profile'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\hardware_schematics","Directory","True","False","TRACKED","hardware_schematics","22","N/A","False","False","False","True","False","False","False","False","False","True","False","False","False","False","0","0","0","0","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- hardware_schematics or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'hardware_schematics'; git ls-files -- 'hardware_schematics/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'hardware_schematics' + LASTEXITCODE; Test-Path -LiteralPath '.\hardware_schematics'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\helm","Directory","True","False","TRACKED","helm","6","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","1","1","1","29","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- helm or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'helm'; git ls-files -- 'helm/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'helm' + LASTEXITCODE; Test-Path -LiteralPath '.\helm'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\indexes","Directory","True","False","TRACKED","indexes","12","N/A","False","False","False","True","False","False","False","False","False","True","False","False","True","True","0","0","1","36","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- indexes or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'indexes'; git ls-files -- 'indexes/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'indexes' + LASTEXITCODE; Test-Path -LiteralPath '.\indexes'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\integrations","Directory","True","False","TRACKED","integrations","52","N/A","False","False","True","True","False","False","False","False","False","True","True","False","True","False","2","11","5","116","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- integrations or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'integrations'; git ls-files -- 'integrations/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'integrations' + LASTEXITCODE; Test-Path -LiteralPath '.\integrations'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\kernel","Directory","True","False","TRACKED","kernel","27","N/A","False","False","False","True","False","False","False","False","False","True","True","False","False","False","30","28","9","184","4","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- kernel or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'kernel'; git ls-files -- 'kernel/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'kernel' + LASTEXITCODE; Test-Path -LiteralPath '.\kernel'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
